ds;y
02/04/2016;470
03/04/2016;590
04/04/2016;300
05/04/2016;530
06/04/2016;540
07/04/2016;520
08/04/2016;480
09/04/2016;440
10/04/2016;640
11/04/2016;370
12/04/2016;450
13/04/2016;440
14/04/2016;490
15/04/2016;460
16/04/2016;590
17/04/2016;610
18/04/2016;460
19/04/2016;370
20/04/2016;380
21/04/2016;440
22/04/2016;430
23/04/2016;490
24/04/2016;580
25/04/2016;350
26/04/2016;360
27/04/2016;390
28/04/2016;430
29/04/2016;570
30/04/2016;470
01/05/2016;510
02/05/2016;440
03/05/2016;400
04/05/2016;480
05/05/2016;580
06/05/2016;620
07/05/2016;670
08/05/2016;510
09/05/2016;380
10/05/2016;490
11/05/2016;380
12/05/2016;390
13/05/2016;620
14/05/2016;540
15/05/2016;590
16/05/2016;450
17/05/2016;360
18/05/2016;330
19/05/2016;400
20/05/2016;480
21/05/2016;550
22/05/2016;490
23/05/2016;300
24/05/2016;470
25/05/2016;310
26/05/2016;440
27/05/2016;590
28/05/2016;560
29/05/2016;660
30/05/2016;380
31/05/2016;470
01/06/2016;620
02/06/2016;550
03/06/2016;520
04/06/2016;790
05/06/2016;680
06/06/2016;510
07/06/2016;500
08/06/2016;440
09/06/2016;560
10/06/2016;500
11/06/2016;710
12/06/2016;630
13/06/2016;520
14/06/2016;470
15/06/2016;520
16/06/2016;570
17/06/2016;620
18/06/2016;500
19/06/2016;510
20/06/2016;560
21/06/2016;530
22/06/2016;550
23/06/2016;530
24/06/2016;640
25/06/2016;720
26/06/2016;550
27/06/2016;420
28/06/2016;620
29/06/2016;500
30/06/2016;660
01/07/2016;440
02/07/2016;550
03/07/2016;710
04/07/2016;380
05/07/2016;500
06/07/2016;450
07/07/2016;500
08/07/2016;650
09/07/2016;500
10/07/2016;720
11/07/2016;320
12/07/2016;590
13/07/2016;470
14/07/2016;630
15/07/2016;710
16/07/2016;500
17/07/2016;640
18/07/2016;560
19/07/2016;650
20/07/2016;470
21/07/2016;670
22/07/2016;520
23/07/2016;650
24/07/2016;550
25/07/2016;450
26/07/2016;550
27/07/2016;500
28/07/2016;750
29/07/2016;810
30/07/2016;740
31/07/2016;640
01/08/2016;440
02/08/2016;440
03/08/2016;430
04/08/2016;470
05/08/2016;620
06/08/2016;500
07/08/2016;590
08/08/2016;280
09/08/2016;450
10/08/2016;550
11/08/2016;410
12/08/2016;410
13/08/2016;550
14/08/2016;620
15/08/2016;360
16/08/2016;610
17/08/2016;440
18/08/2016;470
19/08/2016;630
20/08/2016;640
21/08/2016;520
22/08/2016;350
23/08/2016;410
24/08/2016;600
25/08/2016;470
26/08/2016;640
27/08/2016;530
28/08/2016;710
29/08/2016;460
30/08/2016;380
31/08/2016;440
01/09/2016;510
02/09/2016;530
03/09/2016;480
04/09/2016;520
05/09/2016;390
06/09/2016;440
07/09/2016;390
08/09/2016;500
09/09/2016;460
10/09/2016;550
11/09/2016;690
12/09/2016;380
13/09/2016;550
14/09/2016;410
15/09/2016;490
16/09/2016;680
17/09/2016;400
18/09/2016;530
19/09/2016;340
20/09/2016;360
21/09/2016;390
22/09/2016;610
23/09/2016;550
24/09/2016;460
25/09/2016;590
26/09/2016;400
27/09/2016;530
28/09/2016;430
29/09/2016;530
30/09/2016;560
01/10/2016;500
02/10/2016;620
03/10/2016;340
04/10/2016;550
05/10/2016;330
06/10/2016;570
07/10/2016;500
08/10/2016;420
09/10/2016;460
10/10/2016;390
11/10/2016;360
12/10/2016;330
13/10/2016;390
14/10/2016;550
15/10/2016;450
16/10/2016;520
17/10/2016;340
18/10/2016;420
19/10/2016;420
20/10/2016;460
21/10/2016;520
22/10/2016;490
23/10/2016;510
24/10/2016;320
25/10/2016;440
26/10/2016;460
27/10/2016;460
28/10/2016;500
29/10/2016;470
30/10/2016;510
31/10/2016;320
01/11/2016;500
02/11/2016;510
03/11/2016;480
04/11/2016;610
05/11/2016;610
06/11/2016;500
07/11/2016;400
08/11/2016;520
09/11/2016;480
10/11/2016;480
11/11/2016;530
12/11/2016;650
13/11/2016;590
14/11/2016;400
15/11/2016;460
16/11/2016;410
17/11/2016;440
18/11/2016;480
19/11/2016;570
20/11/2016;560
21/11/2016;470
22/11/2016;510
23/11/2016;450
24/11/2016;540
25/11/2016;410
26/11/2016;470
27/11/2016;520
28/11/2016;430
29/11/2016;510
30/11/2016;400
01/12/2016;350
02/12/2016;420
03/12/2016;320
04/12/2016;410
05/12/2016;260
06/12/2016;340
07/12/2016;320
08/12/2016;380
09/12/2016;480
10/12/2016;300
11/12/2016;390
12/12/2016;340
13/12/2016;360
14/12/2016;350
15/12/2016;300
16/12/2016;290
17/12/2016;390
18/12/2016;450
19/12/2016;200
20/12/2016;310
21/12/2016;300
22/12/2016;320
23/12/2016;340
24/12/2016;370
25/12/2016;350
26/12/2016;240
27/12/2016;310
28/12/2016;290
29/12/2016;350
30/12/2016;390
31/12/2016;320
01/01/2017;310
02/01/2017;150
03/01/2017;200
04/01/2017;390
05/01/2017;350
06/01/2017;250
07/01/2017;540
08/01/2017;350
09/01/2017;270
10/01/2017;240
11/01/2017;270
12/01/2017;310
13/01/2017;300
14/01/2017;420
15/01/2017;400
16/01/2017;290
17/01/2017;300
18/01/2017;250
19/01/2017;310
20/01/2017;310
21/01/2017;330
22/01/2017;490
23/01/2017;250
24/01/2017;270
25/01/2017;330
26/01/2017;330
27/01/2017;370
28/01/2017;360
29/01/2017;380
30/01/2017;300
31/01/2017;230
01/02/2017;400
02/02/2017;340
03/02/2017;360
04/02/2017;380
05/02/2017;600
06/02/2017;330
07/02/2017;320
08/02/2017;310
09/02/2017;370
10/02/2017;350
11/02/2017;460
12/02/2017;430
13/02/2017;260
14/02/2017;380
15/02/2017;320
16/02/2017;400
17/02/2017;430
18/02/2017;450
19/02/2017;450
20/02/2017;280
21/02/2017;270
22/02/2017;320
23/02/2017;250
24/02/2017;360
25/02/2017;350
26/02/2017;400
27/02/2017;250
28/02/2017;270
01/03/2017;470
02/03/2017;520
03/03/2017;370
04/03/2017;500
05/03/2017;520
06/03/2017;390
07/03/2017;400
08/03/2017;400
09/03/2017;410
10/03/2017;440
11/03/2017;620
12/03/2017;520
13/03/2017;270
14/03/2017;400
15/03/2017;370
16/03/2017;360
17/03/2017;600
18/03/2017;530
19/03/2017;500
20/03/2017;250
21/03/2017;410
22/03/2017;300
23/03/2017;320
24/03/2017;390
25/03/2017;580
26/03/2017;390
27/03/2017;370
28/03/2017;450
29/03/2017;390
30/03/2017;340
31/03/2017;500
01/04/2017;560
02/04/2017;430
03/04/2017;330
04/04/2017;420
05/04/2017;600
06/04/2017;530
07/04/2017;580
08/04/2017;550
09/04/2017;630
10/04/2017;470
11/04/2017;390
12/04/2017;470
13/04/2017;380
14/04/2017;560
15/04/2017;470
16/04/2017;510
17/04/2017;400
18/04/2017;380
19/04/2017;730
20/04/2017;510
21/04/2017;460
22/04/2017;360
23/04/2017;650
24/04/2017;380
25/04/2017;500
26/04/2017;520
27/04/2017;640
28/04/2017;550
29/04/2017;480
30/04/2017;580
01/05/2017;400
02/05/2017;400
03/05/2017;510
04/05/2017;540
05/05/2017;540
06/05/2017;640
07/05/2017;600
08/05/2017;340
09/05/2017;360
10/05/2017;360
11/05/2017;540
12/05/2017;580
13/05/2017;580
14/05/2017;630
15/05/2017;430
16/05/2017;660
17/05/2017;440
18/05/2017;530
19/05/2017;480
20/05/2017;610
21/05/2017;570
22/05/2017;490
23/05/2017;550
24/05/2017;460
25/05/2017;580
26/05/2017;590
27/05/2017;610
28/05/2017;620
29/05/2017;470
30/05/2017;510
31/05/2017;500
01/06/2017;560
02/06/2017;590
03/06/2017;740
04/06/2017;730
05/06/2017;370
06/06/2017;550
07/06/2017;560
08/06/2017;570
09/06/2017;520
10/06/2017;690
11/06/2017;720
12/06/2017;390
13/06/2017;420
14/06/2017;490
15/06/2017;580
16/06/2017;600
17/06/2017;630
18/06/2017;700
19/06/2017;490
20/06/2017;520
21/06/2017;650
22/06/2017;500
23/06/2017;670
24/06/2017;570
25/06/2017;690
26/06/2017;520
27/06/2017;510
28/06/2017;610
29/06/2017;630
30/06/2017;580
01/07/2017;790
02/07/2017;810
03/07/2017;410
04/07/2017;570
05/07/2017;550
06/07/2017;560
07/07/2017;690
08/07/2017;670
09/07/2017;780
10/07/2017;470
11/07/2017;430
12/07/2017;510
13/07/2017;620
14/07/2017;640
15/07/2017;870
16/07/2017;730
17/07/2017;480
18/07/2017;630
19/07/2017;540
20/07/2017;450
21/07/2017;560
22/07/2017;740
23/07/2017;800
24/07/2017;510
25/07/2017;570
26/07/2017;610
27/07/2017;440
28/07/2017;610
29/07/2017;630
30/07/2017;810
31/07/2017;580
01/08/2017;540
02/08/2017;490
03/08/2017;470
04/08/2017;650
05/08/2017;650
06/08/2017;660
07/08/2017;460
08/08/2017;530
09/08/2017;570
10/08/2017;550
11/08/2017;480
12/08/2017;510
13/08/2017;550
14/08/2017;320
15/08/2017;500
16/08/2017;510
17/08/2017;540
18/08/2017;570
19/08/2017;520
20/08/2017;750
21/08/2017;430
22/08/2017;380
23/08/2017;460
24/08/2017;570
25/08/2017;620
26/08/2017;660
27/08/2017;710
28/08/2017;350
29/08/2017;500
30/08/2017;480
31/08/2017;460
01/09/2017;510
02/09/2017;550
03/09/2017;650
04/09/2017;410
05/09/2017;470
06/09/2017;500
07/09/2017;470
08/09/2017;610
09/09/2017;490
10/09/2017;550
11/09/2017;320
12/09/2017;460
13/09/2017;430
14/09/2017;450
15/09/2017;530
16/09/2017;670
17/09/2017;450
18/09/2017;390
19/09/2017;430
20/09/2017;560
21/09/2017;480
22/09/2017;620
23/09/2017;600
24/09/2017;490
25/09/2017;420
26/09/2017;390
27/09/2017;600
28/09/2017;560
29/09/2017;510
30/09/2017;610
01/10/2017;610
02/10/2017;240
03/10/2017;560
04/10/2017;480
05/10/2017;430
06/10/2017;410
07/10/2017;380
08/10/2017;500
09/10/2017;510
10/10/2017;480
11/10/2017;420
12/10/2017;410
13/10/2017;390
14/10/2017;430
15/10/2017;560
16/10/2017;340
17/10/2017;570
18/10/2017;500
19/10/2017;410
20/10/2017;410
21/10/2017;490
22/10/2017;480
23/10/2017;350
24/10/2017;490
25/10/2017;410
26/10/2017;390
27/10/2017;410
28/10/2017;520
29/10/2017;620
30/10/2017;390
31/10/2017;380
01/11/2017;570
02/11/2017;490
03/11/2017;570
04/11/2017;500
05/11/2017;640
06/11/2017;540
07/11/2017;640
08/11/2017;480
09/11/2017;620
10/11/2017;440
11/11/2017;560
12/11/2017;560
13/11/2017;490
14/11/2017;380
15/11/2017;390
16/11/2017;450
17/11/2017;470
18/11/2017;560
19/11/2017;490
20/11/2017;410
21/11/2017;300
22/11/2017;510
23/11/2017;570
24/11/2017;490
25/11/2017;660
26/11/2017;470
27/11/2017;450
28/11/2017;530
29/11/2017;430
30/11/2017;610
01/12/2017;450
02/12/2017;480
03/12/2017;450
04/12/2017;370
05/12/2017;430
06/12/2017;330
07/12/2017;320
08/12/2017;390
09/12/2017;440
10/12/2017;450
11/12/2017;240
12/12/2017;250
13/12/2017;410
14/12/2017;300
15/12/2017;380
16/12/2017;390
17/12/2017;350
18/12/2017;240
19/12/2017;230
20/12/2017;240
21/12/2017;320
22/12/2017;340
23/12/2017;420
24/12/2017;550
25/12/2017;260
26/12/2017;280
27/12/2017;410
28/12/2017;420
29/12/2017;360
30/12/2017;460
31/12/2017;370
01/01/2016;390
02/01/2016;270
03/01/2016;360
04/01/2016;250
05/01/2016;160
06/01/2016;260
07/01/2016;370
08/01/2016;250
09/01/2016;330
10/01/2016;320
11/01/2016;200
12/01/2016;340
13/01/2016;190
14/01/2016;280
15/01/2016;260
16/01/2016;220
17/01/2016;310
18/01/2016;170
19/01/2016;270
20/01/2016;230
21/01/2016;290
22/01/2016;230
23/01/2016;370
24/01/2016;300
25/01/2016;180
26/01/2016;250
27/01/2016;380
28/01/2016;360
29/01/2016;370
30/01/2016;420
31/01/2016;410
01/02/2016;300
02/02/2016;260
03/02/2016;280
04/02/2016;310
05/02/2016;340
06/02/2016;380
07/02/2016;340
08/02/2016;240
09/02/2016;260
10/02/2016;320
11/02/2016;240
12/02/2016;410
13/02/2016;360
14/02/2016;480
15/02/2016;240
16/02/2016;300
17/02/2016;320
18/02/2016;400
19/02/2016;280
20/02/2016;280
21/02/2016;430
22/02/2016;240
23/02/2016;310
24/02/2016;150
25/02/2016;260
26/02/2016;430
27/02/2016;360
28/02/2016;420
29/02/2016;240
01/03/2016;450
02/03/2016;210
03/03/2016;250
04/03/2016;470
05/03/2016;360
06/03/2016;310
07/03/2016;140
08/03/2016;430
09/03/2016;330
10/03/2016;310
11/03/2016;470
12/03/2016;430
13/03/2016;510
14/03/2016;290
15/03/2016;370
16/03/2016;340
17/03/2016;490
18/03/2016;470
19/03/2016;450
20/03/2016;340
21/03/2016;250
22/03/2016;380
23/03/2016;380
24/03/2016;390
25/03/2016;480
26/03/2016;420
27/03/2016;440
28/03/2016;300
29/03/2016;510
30/03/2016;330
31/03/2016;410
01/04/2016;450
02/04/2016;610
03/04/2016;440
04/04/2016;350
05/04/2016;340
06/04/2016;380
07/04/2016;450
08/04/2016;520
09/04/2016;480
10/04/2016;550
11/04/2016;410
12/04/2016;450
13/04/2016;350
14/04/2016;380
15/04/2016;480
16/04/2016;360
17/04/2016;600
18/04/2016;250
19/04/2016;350
20/04/2016;460
21/04/2016;340
22/04/2016;410
23/04/2016;430
24/04/2016;620
25/04/2016;270
26/04/2016;400
27/04/2016;330
28/04/2016;360
29/04/2016;440
30/04/2016;470
01/05/2016;430
02/05/2016;340
03/05/2016;450
04/05/2016;350
05/05/2016;480
06/05/2016;510
07/05/2016;500
08/05/2016;760
09/05/2016;400
10/05/2016;370
11/05/2016;450
12/05/2016;470
13/05/2016;440
14/05/2016;560
15/05/2016;520
16/05/2016;450
17/05/2016;530
18/05/2016;450
19/05/2016;380
20/05/2016;500
21/05/2016;460
22/05/2016;510
23/05/2016;310
24/05/2016;520
25/05/2016;380
26/05/2016;450
27/05/2016;540
28/05/2016;540
29/05/2016;450
30/05/2016;500
31/05/2016;420
01/06/2016;410
02/06/2016;430
03/06/2016;670
04/06/2016;470
05/06/2016;620
06/06/2016;400
07/06/2016;510
08/06/2016;250
09/06/2016;590
10/06/2016;500
11/06/2016;730
12/06/2016;570
13/06/2016;370
14/06/2016;490
15/06/2016;420
16/06/2016;610
17/06/2016;530
18/06/2016;730
19/06/2016;640
20/06/2016;390
21/06/2016;630
22/06/2016;470
23/06/2016;430
24/06/2016;440
25/06/2016;410
26/06/2016;550
27/06/2016;360
28/06/2016;520
29/06/2016;500
30/06/2016;500
01/07/2016;600
02/07/2016;530
03/07/2016;750
04/07/2016;350
05/07/2016;480
06/07/2016;480
07/07/2016;520
08/07/2016;510
09/07/2016;510
10/07/2016;550
11/07/2016;350
12/07/2016;540
13/07/2016;670
14/07/2016;580
15/07/2016;650
16/07/2016;660
17/07/2016;540
18/07/2016;370
19/07/2016;600
20/07/2016;630
21/07/2016;490
22/07/2016;560
23/07/2016;660
24/07/2016;520
25/07/2016;520
26/07/2016;460
27/07/2016;490
28/07/2016;600
29/07/2016;610
30/07/2016;630
31/07/2016;760
01/08/2016;370
02/08/2016;480
03/08/2016;370
04/08/2016;440
05/08/2016;440
06/08/2016;570
07/08/2016;410
08/08/2016;490
09/08/2016;430
10/08/2016;320
11/08/2016;540
12/08/2016;620
13/08/2016;550
14/08/2016;580
15/08/2016;350
16/08/2016;430
17/08/2016;410
18/08/2016;410
19/08/2016;470
20/08/2016;640
21/08/2016;610
22/08/2016;440
23/08/2016;520
24/08/2016;380
25/08/2016;560
26/08/2016;480
27/08/2016;500
28/08/2016;580
29/08/2016;410
30/08/2016;450
31/08/2016;480
01/09/2016;490
02/09/2016;530
03/09/2016;510
04/09/2016;550
05/09/2016;360
06/09/2016;470
07/09/2016;360
08/09/2016;400
09/09/2016;450
10/09/2016;520
11/09/2016;580
12/09/2016;350
13/09/2016;380
14/09/2016;570
15/09/2016;450
16/09/2016;570
17/09/2016;480
18/09/2016;530
19/09/2016;320
20/09/2016;430
21/09/2016;440
22/09/2016;540
23/09/2016;390
24/09/2016;550
25/09/2016;570
26/09/2016;300
27/09/2016;370
28/09/2016;360
29/09/2016;490
30/09/2016;520
01/10/2016;400
02/10/2016;490
03/10/2016;430
04/10/2016;470
05/10/2016;360
06/10/2016;360
07/10/2016;380
08/10/2016;440
09/10/2016;390
10/10/2016;260
11/10/2016;350
12/10/2016;370
13/10/2016;460
14/10/2016;370
15/10/2016;520
16/10/2016;380
17/10/2016;320
18/10/2016;450
19/10/2016;240
20/10/2016;390
21/10/2016;360
22/10/2016;290
23/10/2016;400
24/10/2016;350
25/10/2016;310
26/10/2016;410
27/10/2016;410
28/10/2016;430
29/10/2016;510
30/10/2016;430
31/10/2016;360
01/11/2016;390
02/11/2016;420
03/11/2016;470
04/11/2016;350
05/11/2016;500
06/11/2016;440
07/11/2016;270
08/11/2016;340
09/11/2016;410
10/11/2016;480
11/11/2016;440
12/11/2016;450
13/11/2016;410
14/11/2016;360
15/11/2016;430
16/11/2016;440
17/11/2016;560
18/11/2016;570
19/11/2016;420
20/11/2016;530
21/11/2016;290
22/11/2016;430
23/11/2016;440
24/11/2016;300
25/11/2016;420
26/11/2016;580
27/11/2016;420
28/11/2016;390
29/11/2016;440
30/11/2016;350
01/12/2016;360
02/12/2016;370
03/12/2016;330
04/12/2016;280
05/12/2016;250
06/12/2016;240
07/12/2016;300
08/12/2016;280
09/12/2016;320
10/12/2016;310
11/12/2016;370
12/12/2016;280
13/12/2016;300
14/12/2016;340
15/12/2016;340
16/12/2016;310
17/12/2016;330
18/12/2016;380
19/12/2016;220
20/12/2016;280
21/12/2016;200
22/12/2016;380
23/12/2016;300
24/12/2016;330
25/12/2016;360
26/12/2016;200
27/12/2016;310
28/12/2016;230
29/12/2016;340
30/12/2016;380
31/12/2016;410
01/01/2017;430
02/01/2017;220
03/01/2017;230
04/01/2017;240
05/01/2017;270
06/01/2017;240
07/01/2017;430
08/01/2017;350
09/01/2017;270
10/01/2017;260
11/01/2017;280
12/01/2017;310
13/01/2017;310
14/01/2017;280
15/01/2017;300
16/01/2017;240
17/01/2017;260
18/01/2017;450
19/01/2017;260
20/01/2017;280
21/01/2017;280
22/01/2017;320
23/01/2017;190
24/01/2017;350
25/01/2017;260
26/01/2017;310
27/01/2017;310
28/01/2017;310
29/01/2017;460
30/01/2017;270
31/01/2017;250
01/02/2017;400
02/02/2017;280
03/02/2017;410
04/02/2017;560
05/02/2017;450
06/02/2017;130
07/02/2017;270
08/02/2017;260
09/02/2017;350
10/02/2017;440
11/02/2017;430
12/02/2017;410
13/02/2017;270
14/02/2017;300
15/02/2017;340
16/02/2017;240
17/02/2017;330
18/02/2017;310
19/02/2017;390
20/02/2017;250
21/02/2017;270
22/02/2017;360
23/02/2017;240
24/02/2017;380
25/02/2017;300
26/02/2017;450
27/02/2017;280
28/02/2017;270
01/03/2017;370
02/03/2017;330
03/03/2017;350
04/03/2017;530
05/03/2017;510
06/03/2017;290
07/03/2017;310
08/03/2017;450
09/03/2017;310
10/03/2017;370
11/03/2017;550
12/03/2017;400
13/03/2017;300
14/03/2017;330
15/03/2017;390
16/03/2017;470
17/03/2017;400
18/03/2017;460
19/03/2017;410
20/03/2017;320
21/03/2017;470
22/03/2017;390
23/03/2017;370
24/03/2017;400
25/03/2017;460
26/03/2017;560
27/03/2017;390
28/03/2017;380
29/03/2017;310
30/03/2017;330
31/03/2017;240
01/04/2017;500
02/04/2017;620
03/04/2017;400
04/04/2017;380
05/04/2017;510
06/04/2017;420
07/04/2017;430
08/04/2017;520
09/04/2017;550
10/04/2017;380
11/04/2017;430
12/04/2017;380
13/04/2017;400
14/04/2017;480
15/04/2017;510
16/04/2017;610
17/04/2017;330
18/04/2017;370
19/04/2017;390
20/04/2017;480
21/04/2017;420
22/04/2017;530
23/04/2017;630
24/04/2017;280
25/04/2017;410
26/04/2017;490
27/04/2017;360
28/04/2017;470
29/04/2017;420
30/04/2017;510
01/05/2017;280
02/05/2017;510
03/05/2017;490
04/05/2017;420
05/05/2017;530
06/05/2017;600
07/05/2017;610
08/05/2017;440
09/05/2017;500
10/05/2017;410
11/05/2017;480
12/05/2017;460
13/05/2017;600
14/05/2017;560
15/05/2017;230
16/05/2017;550
17/05/2017;520
18/05/2017;510
19/05/2017;500
20/05/2017;490
21/05/2017;580
22/05/2017;450
23/05/2017;350
24/05/2017;570
25/05/2017;380
26/05/2017;670
27/05/2017;490
28/05/2017;580
29/05/2017;280
30/05/2017;510
31/05/2017;480
01/06/2017;440
02/06/2017;540
03/06/2017;640
04/06/2017;570
05/06/2017;470
06/06/2017;530
07/06/2017;400
08/06/2017;490
09/06/2017;370
10/06/2017;520
11/06/2017;710
12/06/2017;490
13/06/2017;580
14/06/2017;510
15/06/2017;530
16/06/2017;530
17/06/2017;660
18/06/2017;590
19/06/2017;350
20/06/2017;480
21/06/2017;540
22/06/2017;610
23/06/2017;550
24/06/2017;570
25/06/2017;530
26/06/2017;370
27/06/2017;520
28/06/2017;450
29/06/2017;570
30/06/2017;490
01/07/2017;670
02/07/2017;680
03/07/2017;360
04/07/2017;460
05/07/2017;470
06/07/2017;470
07/07/2017;420
08/07/2017;590
09/07/2017;580
10/07/2017;470
11/07/2017;490
12/07/2017;470
13/07/2017;570
14/07/2017;540
15/07/2017;630
16/07/2017;640
17/07/2017;440
18/07/2017;520
19/07/2017;490
20/07/2017;510
21/07/2017;830
22/07/2017;640
23/07/2017;650
24/07/2017;490
25/07/2017;470
26/07/2017;500
27/07/2017;540
28/07/2017;460
29/07/2017;560
30/07/2017;670
31/07/2017;430
01/08/2017;420
02/08/2017;420
03/08/2017;660
04/08/2017;580
05/08/2017;500
06/08/2017;580
07/08/2017;490
08/08/2017;390
09/08/2017;380
10/08/2017;550
11/08/2017;580
12/08/2017;410
13/08/2017;630
14/08/2017;380
15/08/2017;420
16/08/2017;400
17/08/2017;450
18/08/2017;560
19/08/2017;440
20/08/2017;620
21/08/2017;380
22/08/2017;490
23/08/2017;530
24/08/2017;510
25/08/2017;460
26/08/2017;620
27/08/2017;520
28/08/2017;460
29/08/2017;560
30/08/2017;470
31/08/2017;410
01/09/2017;450
02/09/2017;570
03/09/2017;610
04/09/2017;360
05/09/2017;510
06/09/2017;420
07/09/2017;400
08/09/2017;440
09/09/2017;500
10/09/2017;580
11/09/2017;350
12/09/2017;470
13/09/2017;410
14/09/2017;550
15/09/2017;480
16/09/2017;500
17/09/2017;510
18/09/2017;390
19/09/2017;410
20/09/2017;490
21/09/2017;470
22/09/2017;470
23/09/2017;340
24/09/2017;660
25/09/2017;400
26/09/2017;460
27/09/2017;260
28/09/2017;440
29/09/2017;660
30/09/2017;650
01/10/2017;530
02/10/2017;380
03/10/2017;410
04/10/2017;450
05/10/2017;400
06/10/2017;330
07/10/2017;560
08/10/2017;480
09/10/2017;370
10/10/2017;360
11/10/2017;430
12/10/2017;300
13/10/2017;460
14/10/2017;390
15/10/2017;550
16/10/2017;260
17/10/2017;400
18/10/2017;410
19/10/2017;440
20/10/2017;340
21/10/2017;500
22/10/2017;570
23/10/2017;320
24/10/2017;330
25/10/2017;480
26/10/2017;450
27/10/2017;490
28/10/2017;370
29/10/2017;450
30/10/2017;390
31/10/2017;340
01/11/2017;390
02/11/2017;500
03/11/2017;540
04/11/2017;610
05/11/2017;510
06/11/2017;360
07/11/2017;450
08/11/2017;360
09/11/2017;520
10/11/2017;460
11/11/2017;470
12/11/2017;590
13/11/2017;390
14/11/2017;550
15/11/2017;450
16/11/2017;500
17/11/2017;470
18/11/2017;520
19/11/2017;630
20/11/2017;360
21/11/2017;400
22/11/2017;380
23/11/2017;360
24/11/2017;660
25/11/2017;540
26/11/2017;470
27/11/2017;340
28/11/2017;420
29/11/2017;420
30/11/2017;520
01/12/2017;340
02/12/2017;350
03/12/2017;330
04/12/2017;310
05/12/2017;260
06/12/2017;320
07/12/2017;290
08/12/2017;230
09/12/2017;260
10/12/2017;280
11/12/2017;280
12/12/2017;420
13/12/2017;350
14/12/2017;300
15/12/2017;350
16/12/2017;260
17/12/2017;420
18/12/2017;240
19/12/2017;380
20/12/2017;330
21/12/2017;340
22/12/2017;310
23/12/2017;330
24/12/2017;400
25/12/2017;210
26/12/2017;300
27/12/2017;250
28/12/2017;310
29/12/2017;300
30/12/2017;300
31/12/2017;480
01/01/2016;260
02/01/2016;230
03/01/2016;180
04/01/2016;200
05/01/2016;200
06/01/2016;230
07/01/2016;210
08/01/2016;220
09/01/2016;240
10/01/2016;160
11/01/2016;120
12/01/2016;180
13/01/2016;160
14/01/2016;190
15/01/2016;200
16/01/2016;220
17/01/2016;390
18/01/2016;170
19/01/2016;250
20/01/2016;250
21/01/2016;260
22/01/2016;230
23/01/2016;140
24/01/2016;200
25/01/2016;180
26/01/2016;230
27/01/2016;230
28/01/2016;170
29/01/2016;200
30/01/2016;260
31/01/2016;250
01/02/2016;220
02/02/2016;220
03/02/2016;250
04/02/2016;190
05/02/2016;290
06/02/2016;260
07/02/2016;360
08/02/2016;170
09/02/2016;250
10/02/2016;150
11/02/2016;150
12/02/2016;200
13/02/2016;270
14/02/2016;210
15/02/2016;230
16/02/2016;260
17/02/2016;260
18/02/2016;250
19/02/2016;240
20/02/2016;250
21/02/2016;320
22/02/2016;150
23/02/2016;200
24/02/2016;220
25/02/2016;280
26/02/2016;320
27/02/2016;230
28/02/2016;260
29/02/2016;200
01/03/2016;240
02/03/2016;230
03/03/2016;330
04/03/2016;350
05/03/2016;290
06/03/2016;350
07/03/2016;290
08/03/2016;330
09/03/2016;310
10/03/2016;320
11/03/2016;320
12/03/2016;220
13/03/2016;330
14/03/2016;250
15/03/2016;240
16/03/2016;170
17/03/2016;290
18/03/2016;270
19/03/2016;340
20/03/2016;330
21/03/2016;310
22/03/2016;300
23/03/2016;260
24/03/2016;280
25/03/2016;360
26/03/2016;300
27/03/2016;340
28/03/2016;160
29/03/2016;160
30/03/2016;220
31/03/2016;330
01/04/2016;400
02/04/2016;290
03/04/2016;340
04/04/2016;180
05/04/2016;360
06/04/2016;320
07/04/2016;270
08/04/2016;340
09/04/2016;370
10/04/2016;280
11/04/2016;240
12/04/2016;330
13/04/2016;270
14/04/2016;250
15/04/2016;290
16/04/2016;310
17/04/2016;390
18/04/2016;210
19/04/2016;340
20/04/2016;220
21/04/2016;300
22/04/2016;290
23/04/2016;470
24/04/2016;320
25/04/2016;230
26/04/2016;350
27/04/2016;270
28/04/2016;250
29/04/2016;370
30/04/2016;390
01/05/2016;370
02/05/2016;240
03/05/2016;250
04/05/2016;290
05/05/2016;260
06/05/2016;350
07/05/2016;340
08/05/2016;460
09/05/2016;200
10/05/2016;340
11/05/2016;230
12/05/2016;330
13/05/2016;290
14/05/2016;350
15/05/2016;340
16/05/2016;280
17/05/2016;280
18/05/2016;270
19/05/2016;350
20/05/2016;360
21/05/2016;420
22/05/2016;350
23/05/2016;290
24/05/2016;350
25/05/2016;330
26/05/2016;310
27/05/2016;490
28/05/2016;410
29/05/2016;450
30/05/2016;200
31/05/2016;400
01/06/2016;500
02/06/2016;440
03/06/2016;310
04/06/2016;510
05/06/2016;460
06/06/2016;260
07/06/2016;340
08/06/2016;360
09/06/2016;470
10/06/2016;410
11/06/2016;380
12/06/2016;490
13/06/2016;280
14/06/2016;350
15/06/2016;350
16/06/2016;450
17/06/2016;390
18/06/2016;510
19/06/2016;440
20/06/2016;310
21/06/2016;270
22/06/2016;400
23/06/2016;350
24/06/2016;410
25/06/2016;410
26/06/2016;350
27/06/2016;320
28/06/2016;400
29/06/2016;200
30/06/2016;330
01/07/2016;360
02/07/2016;430
03/07/2016;490
